psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1a,pial1b,pial1c,pial1d,pial1e,pial2a,pial2b,pial2c,pial2d,pial2e,pial3,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
200655,2,110212,1101,1,3,2,U,1,1,2,2,1,1,1,1,1,1,1,1, , ,1,4,3,2,1,23,3,2,2,99,1,3,2,3,36105,2,2,2.8,.718231062960661
200659,2,110212,27053,27,2,5,U,1,1,1,1,2,1,3,2,2,2,2,1, , ,1,2,1,1,1,45,6,9,9,99,1,1, ,1,55311,2,2,4,1.02604437565809
200660,2,110212,48439,48,3,5,S,1,1,2,2,1,1,2,4,2,4,3,1, , ,2,2,1,2,2,47,3,2,1,6,1,3,1,3,76140,3,3,9.05,2.32142539992642
200665,2,110212,18163,18,2,3,U,4,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,1,99,4,2,1,5,1,1, ,4,99999,3,3,5,1.28255546957261
200666,2,110212,31055,31,2,4,S,9,1,1,2,2,1,4,4,4,4,2,1, , ,1,2,1,2,1,41,6,2,1,6,1,1, ,1,68117,2,2,2.95,.756707727047839
200669,2,110212,5091,5,3,1,U,1,1,1,2,1,1,4,1,4,4,4,1, , ,2,3,3,2,2,46,3,2,4,2,1,3,1,3,71839,3,3,9.7,2.48815761097086
200670,2,110312,5145,5,3,1,R,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,1,1,28,3,2,1,7,3,2, ,2,72010,3,3,5.8,1.48776434470423
200671,2,110212,51107,51,3,3,S,1,1,1,2,2,2,4,4,4,4,4,1, , ,2,3,1,1,1,52,8,2,1,9,1,3,2,3,20152,3,3,6.3,1.61601989166149
200672,2,110212,40051,40,3,1,R,3,2,1,2,2,2,4,3,4,4,3,2, , ,1,2,3,1,2,29,4,1,1,3,1,3,1,4,73092,2,2,6.95,1.78275210270593
200679,2,110212,46093,46,2,1,R,1,2,2,2,2,2,4,4,4,4,2,2, , ,1,3,1,2,2,54,4,2,4,6,1,1, ,2,57785,2,2,3.9,1.00039326626663
200684,2,110212,48273,48,3,1,R,1,2,2,2,2,2,4,1,4,4,4,2, , ,2,2,3,2,2,18,4,2,2,8,2,3,2,3,78363,3,3,3.75,.961916602179456
200686,2,110212,29031,29,2,2,R,1,1,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,2,2,65,4,2,1,6,1,3,9,2,63755,2,2,1.5,.384766640871783
200689,2,110212,47081,47,3,1,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,2,2,2,68,3,2,1,4,1,2, ,4,37033,2,2,1.95,.500196633133317
200690,2,110212,1073,1,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,6,2,2,1,20,4,2,2,3,1,3,2,3,35221,3,3,6.75,1.73144988392302
200693,2,110212,17043,17,2,5,S,1,1,1,1,2,1,3,3,3,4,3,1, , ,2,2,2,2,1,48,4,2,1,2,1,3,2,5,60103,3,3,7.1,1.8212287667931
200696,2,110212,40097,40,3,1,R,1,1,1,2,2,2,2,4,4,4,4,2, , ,1,2,3,2,1,56,4,2,5,7,1,2, ,2,74365,2,2,2.65,.679754398873482
200698,2,110212,22017,22,3,2,U,3,2,2,1,2,2,4,4,4,4,1,1, , ,1,2,3,1,2,49,2,2,2,1,3,3,2,1,71103,2,2,5.6,1.43646212592132
200703,2,110212,20107,20,2,1,R,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,3,2,1,71,3,2,1,2,1,3,9,2,66040,2,2,1.3,.333464422088878
200711,2,110212,56033,56,4,1,R,1,2,2,2,2,2,4,4,3,4,2,2, , ,1,2,3,2,2,18,4,2,1,99,3,4,9,3,82801,2,2,2.35,.602801070699126
200712,2,110212,27007,27,2,1,R,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,34,6,2,1,4,1,1, ,2,56601,2,2,1.95,.500196633133317
200718,2,110212,36109,36,1,2,U,4,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,1,1,43,5,2,1,4,3,9,2,9,13053,3,3,5.65,1.44928768061705
200721,2,110212,6065,6,4,2,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,3,2,2,80,8,2,1,4,1,2, ,3,92270,2,2,1,.256511093914522
200725,2,110212,48113,48,3,5,U,1,2,2,2,2,2,4,4,4,4,4,3, , ,1,2,1,1,1,39,5,2,4,7,1,3,2,3,75080,2,2,4.3,1.10299770383244
200729,2,110212,1073,1,3,3,U,1,1,2,2,2,2,2,2,2,4,2,2, , ,1,3,1,1,1,52,8,2,1,99,1,1, ,1,35173,2,2,3.6,.923439938092278
200746,2,110212,24031,24,3,4,S,1,1,1,2,2,2,4,2,2,2,4,2, , ,1,4,2,1,1,54,3,2,1,8,1,1, ,2,20874,2,2,8.7,2.23164651705634
200752,2,110212,49011,49,4,4,S,1,1,1,2,2,2,1,4,4,4,3,2, , ,2,1,1,2,1,26,8,2,1,6,1,2, ,3,84015,3,3,3.8,.974742156875182
200753,2,110312,27053,27,2,5,U,3,2,2,1,2,2,2,4,1,4,3,2, , ,1,2,2,2,2,42,3,2,1,3,2,3,2,3,55409,2,2,6.75,1.73144988392302
200756,2,110212,53053,53,4,3,U,1,1,2,2,2,2,2,4,2,4,4,2, , ,2,2,1,1,1,33,2,2,1,8,1,3,1,3,98328,3,3,9.7,2.48815761097086
200762,2,110212,29065,29,2,1,R,1,1,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,1,59,2,2,1,2,1,1, ,2,65560,3,3,9.7,2.48815761097086
200767,2,110312,26163,26,2,5,S,1,1,2,2,2,2,4,4,4,4,4,2, , ,2,3,1,1,2,24,3,1,2,3,1,3,2,5,48202,3,3,9.7,2.48815761097086
200789,2,110212,41003,41,4,2,S,1,2,2,2,2,2,4,4,4,4,1,2, , ,1,2,1,2,1,57,8,2,1,9,1,2, ,4,97330,2,2,2.2,.564324406611948
200793,2,110212,31079,31,2,2,R,1,2,2,2,2,2,4,3,4,4,4,2, , ,1,2,3,2,1,69,5,2,1,6,1,1, ,3,68803,2,2,2.25,.577149961307674
200794,2,110212,6059,6,4,5,S,2,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,54,6,2,1,99,1,2, ,4,90675,2,2,2.4,.615626625394852
200801,2,110212,6059,6,4,5,S,1,1,1,2,2,1,1,1,2,4,3,1, , ,2,2,2,1,2,28,8,2,1,7,1,2, ,5,92627,3,3,5.2,1.33385768835551
200802,2,110212,49001,49,4,1,R,1,2,1,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,1,63,4,2,1,4,1,3,1,1,84713,3,3,3.6,.923439938092278
200805,2,110212,8031,8,4,5,U,3,1,1,2,1,2,4,1,4,4,3,2, , ,1,2,1,2,2,50,3,2,1,2,3,3,2,4,80205,2,2,4.45,1.14147436791962
200807,2,110212,17033,17,2,1,R,3,2,2,2,2,2,2,2,3,3,4,2, , ,2,1,1,1,1,32,3,2,1,4,1,1, ,3,62454,3,3,4.05,1.03886993035381
200808,2,110212,16065,16,4,1,R,1,1,1,2,2,1,4,2,3,4,3,1, , ,2,2,2,2,2,22,5,2,1,1,3,1, ,3,83440,3,3,4.15,1.06452103974527
200819,2,110212,35045,35,4,1,R,1,1,1,2,2,2,2,4,4,4,4,2, , ,1,1,3,2,2,69,5,2,1,2,1,1, ,1,87413,2,2,1,.256511093914522
200823,2,110212,48027,48,3,2,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,1,2,28,3,2,1,3,3,3,2,3,76549,3,3,8.5,2.18034429827343
200824,2,110212,36001,36,1,3,S,1,2,2,2,2,2,3,3,3,3,3,2, , ,2,3,3,2,1,28,8,2,1,99,1,4,1,2,12208,3,3,8.4,2.15469318888198
200844,2,110212,6015,6,4,1,R,2,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,2,2,55,3,2,1,1,1,2, ,2,95531,3,3,3.6,.923439938092278
200845,2,110212,35045,35,4,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,2,1,60,5,2,1,9,1,1, ,2,87410,2,2,2.05,.525847742524769
200847,2,110412,6085,6,4,4,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,2,2,36,6,2,3,7,3,9,9,8,95051,3,3,7.35,1.88535654027173
200853,2,110412,35049,35,4,1,S,4,2,2,2,2,2,4,4,4,4,4,2, , ,2,9,9,2,1,42,4,2,5,1,2,4,9,8,87501,3,3,4.4,1.1286488132239
200854,2,110212,53015,53,4,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,3,2,1,89,6,2,1,4,1,3,1,2,98632,2,2,1,.256511093914522
200855,2,110212,49005,49,4,1,R,1,1,2,2,2,1,4,2,4,4,3,1, , ,2,2,1,1,2,32,6,2,1,6,1,1, ,2,84339,3,3,3.85,.987567711570908
200860,2,110212,56005,56,4,1,R,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,2,1,22,5,2,1,6,1,3,9,3,82718,3,3,4.25,1.09017214913672
200862,2,110212,4013,4,4,3,U,1,1,1,1,1,2,1,1,1,1,1,2, , ,2,1,1,2,1,52,3,1,1,2,1,2, ,2,85015,3,3,9.45,2.42402983749223
200867,2,110212,56009,56,4,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,2,1,2,37,6,2,1,6,3,1, ,1,82633,3,3,3.95,1.01321882096236
200868,2,110212,4027,4,4,1,S,1,1,2,2,2,2,2,4,4,4,4,2, , ,2,1,3,2,1,77,6,2,1,5,1,3,1,4,85364,3,3,2.1,.538673297220496
200882,2,110212,12095,12,3,4,S,4,2,2,2,2,2,1,4,4,4,4,2, , ,2,1,1,2,1,29,8,2,1,6,3,3,9,8,32817,3,3,4.35,1.11582325852817
200887,2,110212,49049,49,4,2,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,2,1,2,52,5,2,1,8,1,1, ,2,84604,2,2,2.85,.731056617656387
200891,2,110412,4013,4,4,3,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,2,1,39,8,2,1,4,1,2, ,4,85086,3,3,3.9,1.00039326626663
200892,2,110212,56007,56,4,1,R,1,1,1,1,1,1,2,2,2,2,2,1, , ,2,2,1,1,2,40,4,2,1,4,1,1, ,1,82325,3,3,6,1.53906656348713
200893,2,110312,6065,6,4,2,S,1,2,2,2,2,2,4,4,4,4,4,3, , ,1,6,1,2,1,56,6,2,1,9,3,3,2,3,92584,2,2,2.8,.718231062960661
200894,2,110212,30111,30,4,1,U,1,1,2,2,2,2,2,4,4,4,4,2, , ,2,3,2,2,2,18,4,2,1,99,1,1, ,2,59102,3,3,5.35,1.37233435244269
200895,2,110212,4005,4,4,1,U,8,8,8,2,2,2,1,4,4,4,4,2, , ,2,2,3,2,2,69,1,2,5,99,1,2, ,8,99999,3,3,7.5,1.92383320435891
200903,2,110212,4017,4,4,1,R,1,1,1,2,2,2,2,2,4,4,4,1, , ,1,3,1,2,1,58,5,2,5,5,1,1, ,1,86030,2,2,2.95,.756707727047839
200911,2,110212,6059,6,4,5,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,4,2,1,1,30,5,1,6,4,3,2, ,4,92701,3,3,9.7,2.48815761097086
200915,2,110212,6067,6,4,4,S,1,2,8,8,8,8,4,4,4,4,4,2, , ,1,2,3,2,1,42,3,2,2,99,1,2, ,4,95838,2,2,4.2,1.07734659444099
200926,2,110312,51059,51,3,5,S,1,1,1,2,2,1,4,4,4,4,4,1, , ,1,2,1,1,1,52,6,2,1,9,1,3,1,3,22101,2,2,2.75,.705405508264935
200936,2,110312,49049,49,4,2,U,1,2,2,2,2,2,3,4,3,4,3,2, , ,1,2,2,1,2,42,7,2,1,7,2,3,1,3,84604,2,2,2.6,.666928844177756
200940,2,110312,6017,6,4,1,S,1,2,2,2,2,2,2,4,4,4,3,2, , ,2,1,1,1,2,59,5,2,1,1,1,2, ,3,95667,3,3,2.5,.641277734786304
200942,2,110312,4003,4,4,1,R,2,1,8,2,2,2,2,4,2,4,4,2, , ,1,3,1,2,2,27,4,2,1,99,1,1, ,2,85602,2,2,5.15,1.32103213365979
200947,2,110312,41053,41,4,1,S,3,2,2,2,2,1,4,1,4,4,1,1, , ,2,2,1,1,1,30,8,1,9,5,1,3,2,3,97361,3,3,4.7,1.20560214139825
200957,2,110312,16075,16,4,1,R,1,1,2,2,2,2,2,4,4,4,4,2, , ,1,2,1,2,1,71,6,2,1,8,1,3,1,1,83619,2,2,1.65,.423243304958961
200959,2,110312,48121,48,3,3,S,1,1,2,2,2,2,2,4,3,4,4,2, , ,2,2,3,2,1,41,3,2,1,9,1,3,1,2,76201,3,3,8.95,2.29577429053497
200961,2,110312,37131,37,3,1,R,1,1,2,1,2,2,4,4,4,4,4,2, , ,2,1,1,2,2,47,6,2,2,99,1,2, ,3,27845,3,3,1.9,.487371078437591
200963,2,110312,18085,18,2,2,R,1,1,2,1,2,2,2,4,4,4,4,2, , ,2,2,3,2,2,54,8,2,1,9,1,1, ,2,46580,3,3,3.65,.936265492788004
200964,2,110312,6059,6,4,5,S,1,2,2,2,2,2,3,4,4,4,3,2, , ,1,2,1,2,2,32,6,2,1,7,2,3,2,4,92648,2,2,2.95,.756707727047839
200967,2,110412,1089,1,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,6,1,2,2,54,3,2,1,4,1,9,9,9,35759,3,3,9.7,2.48815761097086
200969,2,110312,42049,42,1,3,S,1,2,2,2,2,2,4,4,4,4,3,2, , ,2,1,3,2,2,47,4,2,2,2,2,2, ,3,16502,3,3,5.25,1.34668324305124
200973,2,110312,36065,36,1,2,S,2,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,3,2,2,62,4,2,1,6,1,1, ,2,13440,2,2,3.45,.8849632740051
200974,2,110312,8001,8,4,3,S,1,1,2,2,2,2,4,4,4,4,4,2, , ,1,4,3,2,2,65,5,2,1,5,1,3,9,3,80102,2,2,2.05,.525847742524769
200986,2,110312,45007,45,3,2,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,3,2,2,1,27,5,2,1,5,1,1, ,2,29627,2,2,5.65,1.44928768061705
201002,2,110412,6017,6,4,1,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,2,25,6,2,1,8,1,4,2,3,95762,2,2,2.2,.564324406611948
201005,2,110312,17031,17,2,5,U,1,1,1,1,2,1,1,1,4,1,1,1, , ,1,1,1,2,1,50,3,1,1,2,1,3,9,5,60630,2,2,3.8,.974742156875182
201025,2,110412,6037,6,4,5,U,1,2,2,2,2,2,2,2,3,4,3,2, , ,2,3,1,2,2,27,6,2,1,5,1,1, ,2,91702,3,3,6.7,1.7186243292273
201029,2,110312,25023,25,1,3,S,1,1,1,2,2,1,2,2,4,3,3,1, , ,1,3,1,2,1,60,4,2,1,7,1,3,1,3,02351,2,2,5.55,1.4236365712256
201032,2,110412,22079,22,3,1,S,1,2,2,2,2,2,1,4,4,4,4,2, , ,1,3,1,2,1,25,3,2,2,1,1,2, ,3,71409,2,2,3.3,.846486609917922
201033,2,110312,53011,53,4,3,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,2,2,1,19,3,2,1,5,1,1, ,3,98642,2,2,2.85,.731056617656387
201035,2,110312,6071,6,4,1,S,2,2,2,2,2,2,4,4,4,4,4,2, , ,2,3,3,1,1,36,2,1,1,3,1,2, ,2,92395,3,3,9.7,2.48815761097086
201043,2,110312,13135,13,3,4,S,1,1,2,2,2,2,1,1,4,1,4,2, , ,2,2,1,1,1,66,5,2,2,3,9,2, ,8,30039,3,3,4.75,1.21842769609398
201044,2,110312,21111,21,3,4,U,1,1,2,2,2,2,1,4,4,4,4,2, , ,2,1,1,2,1,27,6,2,1,7,1,3,2,9,40206,3,3,4.35,1.11582325852817
201049,2,110312,48009,48,3,1,S,4,2,2,2,2,2,2,4,4,4,2,2, , ,2,2,3,2,2,20,4,2,1,3,3,1, ,3,76366,3,3,4.8,1.2312532507897
201056,2,110312,19113,19,2,2,U,1,1,2,2,1,1,3,4,1,1,3,1, , ,2,2,1,2,1,25,6,2,1,6,1,2, ,5,52213,3,3,4,1.02604437565809
201064,2,110312,48121,48,3,3,S,3,2,2,2,2,2,2,4,4,4,4,2, , ,2,4,2,2,2,19,3,2,1,1,3,9,1,3,75067,3,3,7.55,1.93665875905464
201080,2,110312,44007,44,1,4,S,1,1,2,2,2,2,4,4,4,4,4,2, , ,1,5,1,1,1,55,4,2,1,5,1,3,1,2,02920,2,2,6.7,1.7186243292273
201092,2,110312,5069,5,3,1,S,3,2,2,2,2,2,4,4,4,4,4,3, , ,2,2,3,1,1,47,3,2,2,3,3,9,9,8,71603,3,3,5.65,1.44928768061705
201094,2,110312,17177,17,2,1,R,3,1,2,2,2,2,1,4,4,4,4,2, , ,2,4,3,2,2,65,4,2,1,3,1,2, ,3,61032,3,3,2.9,.743882172352113
201110,2,110312,53033,53,4,4,S,1,1,2,2,2,1,1,1,4,4,3,1, , ,2,2,1,1,2,36,8,2,1,7,1,2, ,4,98126,3,3,6.55,1.68014766514012
201114,2,110312,51700,51,3,5,U,1,2,2,2,2,2,3,4,4,4,4,2, , ,1,3,1,2,1,23,6,2,2,3,1,3,2,3,23605,2,2,2,.513022187829043
201134,2,110312,26161,26,2,3,U,3,2,2,2,2,2,3,4,4,4,4,2, , ,2,3,3,2,1,20,4,2,5,1,3,3,9,3,48105,3,3,9.2,2.3599020640136
201142,2,110312,36075,36,1,2,S,1,1,2,2,2,2,3,4,4,4,3,2, , ,2,3,3,2,1,19,3,2,1,8,1,1, ,3,13126,3,3,8.4,2.15469318888198
201154,2,110312,48041,48,3,2,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,3,2,1,42,4,2,9,99,1,3,9,3,77845,3,3,8.9,2.28294873583924
201164,2,110312,47009,47,3,2,S,1,1,1,2,2,2,4,4,4,4,4,2, , ,1,3,1,2,1,43,5,2,9,7,1,3,1,2,37801,2,2,6.45,1.65449655574866
201170,2,110312,47177,47,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,3,3,2,2,64,3,2,1,1,3,3,1,8,37110,2,2,4.15,1.06452103974527
201173,2,110312,1045,1,3,1,R,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,2,1,1,1,42,5,2,2,3,1,3,2,4,36362,3,3,3.95,1.01321882096236
201174,2,110312,39061,39,2,4,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,3,2,1,58,5,2,2,2,1,3,9,4,45212,2,2,1.45,.371941086176056
201194,2,110312,53053,53,4,3,U,1,1,2,2,2,2,4,4,4,4,4,2, , ,1,2,3,2,2,63,3,2,1,99,1,1, ,1,98328,2,2,3.85,.987567711570908
201201,2,110312,48201,48,3,5,S,1,2,2,1,2,1,4,4,4,4,1,1, , ,2,1,1,1,2,22,3,2,2,1,1,2, ,5,77071,3,3,3.35,.859312164613648
201202,2,110312,6037,6,4,5,U,1,1,2,2,1,2,4,4,4,4,1,2, , ,1,2,1,1,1,47,8,1,1,9,1,2, ,3,90064,2,2,3.6,.923439938092278
201215,2,110312,1033,1,3,1,S,9,3,3,3,3,3,4,5,5,5,5,3, , ,2,4,3,2,1,50,3,2,1,1,3,2, ,8,35661,3,3,9.2,2.3599020640136
201229,2,110312,48397,48,3,3,S,1,1,1,1,1,1,2,2,3,2,2,1, , ,2,4,1,2,1,50,4,2,1,8,1,3,1,2,75032,3,3,9.7,2.48815761097086
201232,2,110312,6073,6,4,3,S,3,2,2,2,2,2,2,4,4,4,4,2, , ,2,4,3,2,1,23,4,2,1,5,3,2, ,4,90612,3,3,7.45,1.91100764966319
201236,2,110412,6037,6,4,5,U,3,1,2,2,2,1,2,4,4,1,1,1, , ,1,1,1,1,1,41,5,2,2,6,1,3,2,3,90804,2,2,1.25,.320638867393152
201242,2,110312,37183,37,3,4,U,1,1,2,2,2,2,1,1,4,4,4,2, , ,1,1,1,1,1,42,4,2,2,4,1,2, ,2,27612,2,2,1.8,.461719969046139
201244,2,110312,24027,24,3,4,S,1,1,1,2,2,2,1,1,4,4,4,2, , ,1,2,1,1,2,45,8,2,2,7,1,2, ,3,21075,2,2,2.45,.628452180090578
201249,2,110312,5009,5,3,1,R,1,9,2,2,2,2,4,4,4,4,4,9, , ,1,1,3,2,2,77,5,2,1,2,1,9,9,3,72601,2,2,1,.256511093914522
201250,2,110312,41005,41,4,2,S,3,1,1,1,1,2,1,8,8,8,3,1, , ,2,1,2,1,2,39,3,1,2,2,2,3,2,3,97045,3,3,9.7,2.48815761097086
201251,2,110312,6001,6,4,5,U,3,2,2,2,2,2,1,4,4,4,4,2, , ,2,1,1,1,1,45,3,2,3,5,3,2, ,3,94612,3,3,6.9,1.7699265480102
201252,2,110312,47157,47,3,4,U,1,1,1,2,2,2,2,1,4,4,4,1, , ,2,4,1,1,1,39,3,2,3,7,1,2, ,4,87211,3,3,9.7,2.48815761097086
201255,2,110312,6045,6,4,1,R,1,1,1,2,2,2,1,1,5,4,4,2, , ,1,1,3,2,2,79,8,2,1,1,1,2, ,5,95437,2,2,1,.256511093914522
201258,2,110312,32031,32,4,1,U,1,1,2,2,2,2,3,3,1,4,3,2, , ,2,4,1,2,1,38,6,2,1,8,1,3,2,2,89521,3,3,3.65,.936265492788004
201267,2,110312,37021,37,3,3,U,1,2,2,2,2,2,3,4,4,4,4,2, , ,2,1,3,2,1,31,3,2,1,1,1,3,1,3,28803,3,3,5.85,1.50058989939995
201274,2,110312,24510,24,3,5,U,1,1,1,2,2,2,3,3,4,4,4,2, , ,2,1,1,1,1,54,8,2,2,6,1,9,9,4,21229,3,3,2.8,.718231062960661
201282,2,110312,36047,36,1,5,U,1,1,2,2,2,2,3,4,1,4,1,2, , ,2,1,1,2,1,22,6,1,1,4,2,3,2,4,11224,3,3,5.15,1.32103213365979
201293,2,110312,41059,41,4,1,R,3,2,2,2,2,2,4,2,4,4,4,2, , ,2,2,1,1,1,25,4,2,1,3,2,1, ,3,97801,3,3,5.8,1.48776434470423
201294,2,110312,36061,36,1,5,U,1,1,1,1,1,2,2,2,2,2,4,2, , ,1,9,1,2,2,99,6,2,1,99,1,1, ,3,10021,2,2,2.95,.756707727047839
201308,2,110312,48085,48,3,4,S,1,1,1,1,1,2,2,2,2,2,4,2, , ,1,2,3,2,1,64,6,2,1,99,1,1, ,2,75013,2,2,3.6,.923439938092278
201310,2,110312,44007,44,1,4,S,1,1,1,2,1,1,4,4,1,4,1,2, , ,2,4,3,2,1,29,6,2,2,2,1,3,2,9,02905,3,3,8.05,2.0649143060119
201315,2,110312,48439,48,3,5,S,3,1,2,2,2,1,1,4,4,4,1,1, , ,1,2,1,1,1,39,3,2,2,8,1,3,2,4,76001,2,2,3.9,1.00039326626663
201338,2,110312,53053,53,4,3,U,3,2,2,2,2,2,4,4,4,4,2,3, , ,2,1,1,1,2,30,6,2,1,2,1,5,1,2,98409,3,3,3.9,1.00039326626663
201339,2,110312,48113,48,3,5,U,1,2,2,2,2,2,3,4,4,4,4,2, , ,2,1,3,2,2,56,6,1,1,6,1,3,9,2,75223,3,3,5.5,1.41081101652987
201342,2,110312,27123,27,2,5,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,1,2,2,2,63,8,2,1,3,1,2, ,3,55102,2,2,1.3,.333464422088878
201347,2,110312,32003,32,4,2,S,1,1,2,2,2,1,1,3,4,4,1,2, , ,2,4,1,9,1,19,2,1,6,99,1,1, ,2,89101,3,3,9.7,2.48815761097086
201348,2,110312,27123,27,2,5,U,1,2,2,2,2,2,3,4,4,4,3,2, , ,2,2,1,2,2,27,6,2,1,8,1,1, ,1,55117,3,3,5.7,1.46211323531277
201350,2,110312,47037,47,3,4,U,1,1,2,2,2,2,2,4,4,4,2,2, , ,2,1,1,2,2,63,3,2,1,4,2,1, ,2,37212,3,3,6.95,1.78275210270593
201351,2,110412,12086,12,3,4, ,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,3,1,1,1,37,8,1,1,6,3,3,2,1,33105,3,3,9.7,2.48815761097086
201375,2,110412,36055,36,1,4,S,1,1,2,2,2,1,3,4,4,4,3,1, , ,2,2,1,2,2,25,5,2,1,2,1,2, ,5,14620,3,3,9.7,2.48815761097086
201377,2,110412,25017,25,1,4,U,1,2,2,2,2,2,4,4,4,4,4,2, , ,1,2,1,1,1,50,8,2,1,7,2,2, ,4,01862,2,2,4.5,1.15429992261535
201378,2,110412,18067,18,2,2,U,3,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,1,2,1,51,3,2,1,99,3,9,9,9,46901,3,3,5.85,1.50058989939995
201379,2,110412,40081,40,3,1,R,1,2,2,2,2,1,4,4,4,4,3,1, , ,2,2,3,1,2,33,5,2,5,8,1,1, ,1,74864,3,3,9.15,2.34707650931787
201385,2,110412,31153,31,2,3,S,1,2,2,2,2,2,3,4,4,4,4,2, , ,1,4,2,2,1,19,3,2,1,8,3,3,2,4,68123,2,2,4.05,1.03886993035381
201388,2,110412,17117,17,2,1,R,1,1,2,2,2,2,4,4,4,4,3,2, , ,2,2,2,2,1,23,5,2,1,2,3,3,1,2,62009,3,3,4.65,1.19277658670253
201389,2,110412,29071,29,2,2,S,1,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,2,1,1,42,3,2,1,5,1,3,2,4,63072,3,3,5.3,1.35950879774696
201395,2,110412,6073,6,4,3,S,1,1,2,2,2,2,3,4,4,4,3,2, , ,1,2,1,1,1,38,7,2,2,9,3,3,2,3,91913,2,2,1.75,.448894414350413
201398,2,110412,36061,36,1,5,U,1,2,2,2,2,1,4,1,4,4,3,1, , ,2,4,3,2,2,20,3,2,1,6,3,2, ,5,10023,3,3,9.7,2.48815761097086
201408,2,110412,48439,48,3,5,S,1,2,2,2,1,2,2,4,4,4,4,1, , ,1,3,3,2,2,67,4,2,1,7,1,3,1,2,76109,2,2,2.35,.602801070699126
201415,2,110412,18141,18,2,3,U,3,2,1,2,2,2,4,4,4,4,4,2, , ,2,3,2,2,2,20,5,2,2,1,3,1, ,3,46628,3,3,6.35,1.62884544635721
201428,2,110412,47037,47,3,4,U,1,2,2,2,2,2,4,2,2,4,4,2, , ,1,2,1,1,2,50,6,2,1,8,1,1, ,3,37221,2,2,3.1,.795184391135017
201437,2,110412,36047,36,1,5,U,3,2,2,2,2,2,4,4,1,4,4,2, , ,1,9,1,2,2,99,6,1,4,7,1,2, ,4,11205,2,2,4.4,1.1286488132239
201439,2,110412,37189,37,3,2,R,4,1,1,1,2,2,3,3,3,3,3,2, , ,2,2,1,2,1,35,8,2,1,6,1,3,9,3,28605,3,3,3.8,.974742156875182
201441,2,110412,22001,22,3,1,S,3,1,2,2,2,2,1,4,4,4,4,2, , ,2,2,1,2,1,46,2,2,2,3,1,2, ,1,70578,3,3,9.7,2.48815761097086
201445,2,110412,48201,48,3,5,S,1,1,1,2,1,1,1,4,4,1,1,1, , ,2,2,3,2,2,18,2,2,2,2,1,2, ,1,77021,3,3,9.1,2.33425095462215
201450,2,110412,25001,25,1,3,S,3,2,2,2,2,2,4,4,4,4,4,2, , ,1,4,2,2,1,19,3,2,1,6,1,1, ,3,02668,2,2,5.6,1.43646212592132
201451,2,110412,39085,39,2,4,U,1,1,2,2,2,1,3,4,3,4,3,2, , ,2,1,3,1,2,27,4,2,1,2,1,3,9,2,44077,3,3,9.55,2.44968094688368
201453,2,110412,26145,26,2,2,U,2,2,2,2,2,2,4,4,4,4,4,2, , ,2,1,3,2,2,67,3,2,1,99,1,9,9,9,48602,3,3,2.8,.718231062960661
