psraid,sample,int_date,fips,state,cregion,density,usr,vote01,pial1a,pial1b,pial1c,pial1d,pial1e,pial2a,pial2b,pial2c,pial2d,pial2e,pial3,ql1,ql1a,qc1,hh1,employ,par,sex,age,educ2,hisp,race,inc,reg,party,partyln,ideo,zipcode,iphoneuse,hphoneuse,weight,standwt
101166,1,110312,17083,17,2,1,S,1,1,1,2,1,2,4,2,4,4,4,2,1, , ,2,3,2,2,65,5,2,1,5,1,1, ,2,62052,2,2,1.3,.333464422088878
101169,1,110312,6055,6,4,2,U,1,1,2,2,2,2,1,1,4,4,4,2,1, , ,1,3,2,2,90,8,2,1,5,1,3,2,3,94558,2,2,1,.256511093914522
101170,1,110312,25017,25,1,4,S,1,1,1,1,2,2,4,1,1,4,1,1,1, , ,1,3,1,1,54,6,2,2,4,1,2, ,3,02149,2,2,1.7,.436068859654687
101171,1,110312,36119,36,1,5,S,3,2,1,2,2,2,2,2,4,4,4,2,1, , ,1,2,1,2,58,8,2,1,8,1,1, ,2,10708,2,2,1.8,.461719969046139
101179,1,110312,12105,12,3,2,S,1,2,2,2,2,1,4,4,4,4,3,1,1, , ,1,1,1,2,49,8,1,1,7,1,3,2,3,33813,2,2,1.6,.410417750263235
101194,1,110312,27053,27,2,5,S,1,1,2,2,2,2,4,4,4,4,4,2,2,1, ,2,3,1,1,43,3,2,2,5,3,2, ,4,55438,1,2,7.35,1.88535654027173
101197,1,110312,26081,26,2,3,S,1,1,2,2,2,1,3,4,4,4,3,1,1, , ,3,2,2,2,22,4,2,1,8,1,2, ,5,49301,2,2,4.55,1.16712547731107
101203,1,110312,34003,34,1,5,S,3,1,2,2,2,1,4,4,9,5,2,2,1, , ,2,3,2,1,75,3,2,1,4,1,1, ,8,07628,2,2,5.1,1.30820657896406
101212,1,110312,29095,29,2,4,U,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,65,3,2,2,2,1,2, ,5,64130,2,2,1.15,.2949877580017
101213,1,110312,13179,13,3,2,U,3,2,2,2,2,1,4,4,4,4,2,2,1, , ,3,3,2,1,24,4,2,1,4,3,3,1,3,31320,2,2,4.1,1.05169548504954
101216,1,110312,41067,41,4,3,S,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,3,2,2,79,1,2,1,1,1,3,2,1,97007,1,1,3.35,.859312164613648
101220,1,110312,6037,6,4,5,U,1,1,1,1,1,2,1,1,4,1,4,2,1, , ,1,1,2,1,45,3,2,2,6,1,3,9,4,90034,2,2,1.8,.461719969046139
101229,1,110312,21111,21,3,4,U,1,1,2,2,2,1,4,4,1,1,1,1,1, , ,3,1,2,2,18,3,1,4,2,1,2, ,2,40206,2,2,7.8,2.00078653253327
101233,1,110312,22015,22,3,2,S,1,1,1,2,2,1,4,4,4,4,4,1,1, , ,2,1,1,1,35,5,2,1,6,1,1, ,2,71067,2,2,3.3,.846486609917922
101237,1,110312,6073,6,4,3,S,1,2,2,2,2,2,1,4,4,4,3,2,1, , ,3,3,2,2,19,3,2,1,5,2,3,2,3,92064,2,2,3.7,.94909104748373
101245,1,110312,48201,48,3,5,S,1,1,1,2,2,2,2,2,4,2,4,2,1, , ,2,2,2,2,60,6,2,1,99,1,1, ,2,77346,2,2,2.8,.718231062960661
101247,1,110312,6081,6,4,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,1,45,8,2,1,9,1,3,2,4,94070,2,2,2.95,.756707727047839
101259,1,110312,39023,39,2,3,S,1,2,3,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,58,4,2,1,5,1,1, ,2,45344,2,2,2.95,.756707727047839
101273,1,110312,28089,28,3,2,S,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,3,1,1,1,40,6,2,1,9,1,1, ,2,39110,2,2,2.75,.705405508264935
101275,1,110312,36091,36,1,2,S,1,2,2,2,2,2,1,4,4,4,4,2,1, , ,2,3,2,1,65,3,2,1,99,1,3,1,3,12020,2,2,4.4,1.1286488132239
101278,1,110312,45079,45,3,3,S,1,1,1,2,2,2,1,1,1,4,4,2,1, , ,2,3,2,1,64,3,2,2,6,1,2, ,4,29203,2,2,3.55,.910614383396552
101287,1,110312,42045,42,1,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,42,8,2,3,6,3,2, ,4,19026,2,2,3.7,.94909104748373
101289,1,110312,19033,19,2,1,R,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,83,3,2,1,2,1,9,9,2,50428,2,2,2.7,.692579953569209
101291,1,110312,47141,47,3,2,R,1,2,2,2,2,2,1,4,4,4,4,2,1, , ,2,1,2,2,76,6,2,1,4,1,2, ,5,38501,2,2,1.45,.371941086176056
101293,1,110312,42015,42,1,1,R,1,2,2,2,2,2,2,4,4,4,3,2,1, , ,3,1,1,2,43,8,2,1,5,1,1, ,3,18848,2,2,4.4,1.1286488132239
101294,1,110312,41015,41,4,1,R,1,2,2,2,2,2,4,4,4,4,1,2,1, , ,3,1,2,1,22,3,2,1,6,3,3,2,4,97415,2,2,2.7,.692579953569209
101296,1,110312,6087,6,4,3,S,3,1,2,2,8,2,1,1,4,5,5,2,2,2, ,1,3,2,2,80,4,2,1,2,2,9,2,5,95006,1,1,1.05,.269336648610248
101314,1,110312,54025,54,3,1,R,1,1,2,1,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,61,8,2,1,8,1,2, ,4,24901,2,2,2.15,.551498851916222
101315,1,110312,45063,45,3,3,S,1,2,2,2,2,2,2,2,4,4,4,2,1, , ,2,3,2,2,77,3,2,1,4,1,1, ,1,29169,2,2,2.65,.679754398873482
101318,1,110312,6001,6,4,5,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,67,6,2,2,4,1,2, ,4,94621,2,2,1,.256511093914522
101322,1,110312,51019,51,3,1,S,1,2,1,1,2,1,1,3,2,4,2,1,1, , ,2,3,2,2,68,5,2,1,7,1,1, ,2,24551,2,2,1.35,.346289976784604
101327,1,110312,28089,28,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,60,1,2,2,3,1,3,9,1,39046,1,1,4.25,1.09017214913672
101333,1,110312,53063,53,4,2,U,1,1,2,2,2,2,2,4,4,4,4,1,1, , ,1,3,2,2,82,3,2,1,4,1,3,1,4,99212,2,2,1,.256511093914522
101334,1,110312,21017,21,3,1,S,1,1,1,2,2,2,2,2,4,4,4,2,1, , ,2,3,2,2,63,4,2,1,7,1,1, ,1,40361,2,2,2.25,.577149961307674
101335,1,110312,28013,28,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,78,3,2,1,6,1,1, ,2,38914,2,2,1.95,.500196633133317
101337,1,110312,6037,6,4,5,U,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,92,3,2,1,3,1,2, ,8,91042,1,1,1.45,.371941086176056
101345,1,110312,37119,37,3,4,U,1,1,1,1,2,2,4,4,4,4,4,2,1, , ,2,3,1,2,36,6,2,1,9,1,2, ,4,28105,2,2,4.25,1.09017214913672
101346,1,110312,36071,36,1,3,S,1,1,1,2,2,2,4,2,4,4,4,2,1, , ,2,1,2,2,69,8,2,1,7,1,1, ,2,12550,2,2,2.3,.5899755160034
101347,1,110312,1059,1,3,1,R,1,2,2,2,2,2,1,4,4,4,4,2,1, , ,1,1,2,2,59,4,2,1,1,1,2, ,3,35582,2,2,1.1,.282162203305974
101348,1,110312,36071,36,1,3,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,57,5,2,1,7,1,3,9,3,10998,2,2,4.3,1.10299770383244
101349,1,110312,36047,36,1,5,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,66,4,2,2,6,1,2, ,4,11216,2,2,1,.256511093914522
101356,1,110312,6023,6,4,1,R,1,1,1,2,1,1,3,1,4,4,3,1,1, , ,1,3,1,2,31,4,2,1,1,3,2, ,5,95501,2,2,1.95,.500196633133317
101357,1,110312,40055,40,3,1,R,2,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,1,65,5,2,1,5,1,3,2,3,73554,2,2,1,.256511093914522
101358,1,110312,48005,48,3,2,R,1,1,1,2,1,2,2,2,2,2,4,2,1, , ,2,3,2,2,62,5,1,4,9,1,1, ,1,75904,2,2,3.95,1.01321882096236
101376,1,110312,19103,19,2,2,U,2,2,8,1,2,1,2,2,2,4,2,1,1, , ,1,3,2,2,73,8,2,1,6,1,1, ,2,52240,2,2,1,.256511093914522
101377,1,110312,22017,22,3,2,S,1,2,2,2,2,3,4,4,4,4,5,3,2,1, ,2,3,2,2,79,6,2,2,99,1,2, ,4,71082,1,2,2.25,.577149961307674
101379,1,110312,24031,24,3,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,1,50,8,2,1,7,3,9,2,8,20906,2,2,1.65,.423243304958961
101380,1,110312,5007,5,3,2,S,1,1,1,2,1,2,4,4,4,4,4,2,1, , ,2,3,2,2,63,3,2,1,8,1,1, ,1,72715,2,2,3.75,.961916602179456
101384,1,110312,34007,34,1,5,S,1,1,2,2,2,2,3,4,4,4,4,2,2,1, ,2,3,2,1,66,8,2,1,6,1,2, ,5,08108,1,2,6.65,1.70579877453157
101388,1,110312,51810,51,3,4,U,1,1,1,1,1,1,3,1,1,4,3,1,1, , ,2,1,1,2,40,8,2,1,8,1,2, ,5,23454,2,2,4.25,1.09017214913672
101390,1,110312,17031,17,2,5,S,1,2,2,2,2,2,4,4,3,4,4,2,1, , ,4,1,2,1,60,5,2,4,99,1,9,2,2,60478,2,2,4.4,1.1286488132239
101399,1,110312,6025,6,4,1,U,1,1,1,2,1,1,3,3,4,3,3,2,1, , ,3,2,1,2,28,6,1,1,5,1,1, ,3,92243,2,2,4.2,1.07734659444099
101400,1,110312,12115,12,3,3,S,3,2,2,2,2,2,4,4,2,4,4,2,2,2, ,1,3,2,1,76,6,2,1,4,1,1, ,2,34293,1,1,1.65,.423243304958961
101408,1,110312,55117,55,2,2,S,1,2,2,2,3,2,4,4,4,4,4,2,1, , ,2,3,2,2,59,3,2,1,2,1,1, ,3,53085,2,2,3.6,.923439938092278
101410,1,110312,17099,17,2,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,80,3,2,1,4,1,3,1,3,61350,2,2,1.85,.474545523741865
101415,1,110312,6037,6,4,5,S,3,1,1,2,2,2,4,4,4,4,4,2,1, , ,6,3,2,1,63,5,2,1,9,1,2, ,5,90036,2,2,3.55,.910614383396552
101423,1,110312,37051,37,3,3,S,1,1,2,1,3,2,3,4,4,2,4,3,1, , ,2,3,2,2,80,4,2,1,6,1,1, ,2,28314,2,2,1.85,.474545523741865
101428,1,110312,24009,24,3,3,S,1,2,2,2,2,2,2,4,4,4,4,2,1, , ,4,2,2,1,76,3,2,1,99,1,3,1,3,20657,2,2,5.05,1.29538102426833
101436,1,110312,32019,32,4,1,R,1,1,1,2,2,1,4,2,2,4,3,1,1, , ,2,1,1,2,35,4,2,1,5,1,3,1,2,89408,2,2,3.4,.872137719309374
101439,1,110312,18103,18,2,1,R,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,53,5,2,1,99,1,9,9,2,46911,2,2,2.7,.692579953569209
101440,1,110312,6081,6,4,4,U,1,1,2,2,2,2,2,4,4,4,2,2,1, , ,2,2,2,2,65,6,2,1,6,1,1, ,2,94401,2,2,1.8,.461719969046139
101447,1,110312,41019,41,4,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,3,3,2,2,22,5,2,1,3,1,1, ,2,97462,2,2,3.05,.782358836439291
101462,1,110312,12031,12,3,4,U,1,1,1,2,1,1,2,2,2,2,3,1,1, , ,5,1,2,1,52,8,2,1,6,1,3,1,3,32244,2,2,4.35,1.11582325852817
101465,1,110312,42091,42,1,4,S,1,1,1,2,1,2,2,4,4,2,4,2,1, , ,3,1,1,1,47,6,2,5,9,1,1, ,2,19426,2,2,6.5,1.66732211044439
101468,1,110312,12105,12,3,2,U,1,1,2,2,2,2,1,2,5,4,4,2,1, , ,2,3,2,2,65,6,2,1,8,1,1, ,1,33803,2,2,1.45,.371941086176056
101472,1,110312,18085,18,2,2,R,1,1,2,2,2,1,4,4,4,4,2,2,1, , ,2,1,2,1,58,3,2,1,7,1,3,1,2,46582,2,2,3.65,.936265492788004
101477,1,110312,31151,31,2,1,R,1,1,1,2,2,1,2,2,4,4,2,1,1, , ,2,1,1,2,45,5,2,1,5,1,1, ,1,68333,2,2,2.7,.692579953569209
101482,1,110312,21111,21,3,4,U,1,1,2,1,2,2,2,4,4,4,2,2,1, , ,2,2,2,2,49,6,2,1,7,1,1, ,1,40220,2,2,3.1,.795184391135017
101485,1,110312,27141,27,2,2,S,1,1,9,2,2,2,1,1,4,4,4,2,1, , ,2,3,2,2,99,6,2,1,99,1,2, ,5,55319,2,2,2,.513022187829043
101488,1,110312,42101,42,1,5,U,1,1,2,2,2,1,1,4,1,4,1,2,1, , ,2,1,2,2,52,8,2,2,8,1,2, ,4,19119,2,2,2.65,.679754398873482
101499,1,110312,29145,29,2,1,S,1,2,2,2,2,2,1,1,4,4,4,2,1, , ,2,3,2,1,71,6,2,1,4,1,3,2,3,64840,2,2,1.8,.461719969046139
101501,1,110312,48029,48,3,4,S,3,2,2,2,2,2,4,4,4,4,4,2,2,1, ,2,3,2,2,68,2,2,1,2,1,3,9,3,78101,1,2,9.7,2.48815761097086
101506,1,110312,55131,55,2,2,S,1,2,2,2,2,2,4,4,2,4,4,2,1, , ,2,3,2,1,62,6,2,1,99,1,3,1,3,53037,2,2,2.4,.615626625394852
101509,1,110312,47037,47,3,4,S,1,2,2,2,3,2,4,4,5,5,4,3,2,1, ,2,3,2,1,57,2,2,1,99,1,2, ,8,37072,1,2,9.7,2.48815761097086
101511,1,110312,20091,20,2,4,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,70,6,2,1,99,2,1, ,3,66209,2,2,1,.256511093914522
101512,1,110312,48201,48,3,5,S,1,1,1,2,1,2,4,4,1,1,1,2,1, , ,3,1,1,2,42,6,2,2,7,1,2, ,9,77086,2,2,3.5,.897788828700826
101517,1,110312,17193,17,2,1,R,1,2,2,2,2,2,4,4,4,4,4,3,1, , ,2,3,2,1,78,4,2,1,5,1,2, ,4,62821,2,2,1.95,.500196633133317
101518,1,110312,48365,48,3,1,R,3,1,1,3,3,3,1,1,5,5,5,3,1, , ,2,3,2,2,79,2,1,2,1,1,2, ,5,75633,2,2,6.55,1.68014766514012
101520,1,110312,17089,17,2,4,S,4,1,1,1,2,2,2,2,2,5,5,3,1, , ,2,3,2,2,76,4,2,1,7,1,1, ,1,60505,2,2,2.15,.551498851916222
101527,1,110312,20173,20,2,3,S,1,1,1,1,3,2,2,2,2,5,4,3,1, , ,1,3,2,2,84,6,2,1,5,1,1, ,1,67218,2,2,1,.256511093914522
101530,1,110312,17031,17,2,5,S,1,2,2,2,2,2,1,4,2,4,4,2,1, , ,2,3,2,2,72,4,2,1,99,1,2, ,3,60445,2,2,1.75,.448894414350413
101539,1,110312,5007,5,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,66,6,2,1,7,1,1, ,2,72715,2,2,2.2,.564324406611948
101544,1,110312,48199,48,3,1,S,1,1,2,2,1,1,2,2,4,2,2,1,1, , ,4,3,1,1,35,3,2,1,2,1,9,1,2,77625,2,2,4.75,1.21842769609398
101547,1,110312,55117,55,2,2,U,1,1,1,1,1,1,4,4,4,4,2,1,1, , ,1,1,1,1,52,3,2,1,6,1,1, ,2,53081,2,2,2.2,.564324406611948
101552,1,110312,17163,17,2,3,S,1,2,2,2,2,2,1,4,4,4,4,2,1, , ,2,3,1,2,31,3,2,4,6,3,4,2,4,62226,2,2,6.1,1.56471767287858
101563,1,110312,27041,27,2,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,2,2,65,8,2,1,8,1,2, ,3,56308,2,2,1.2,.307813312697426
101573,1,110312,12033,12,3,3,S,1,1,1,2,2,2,4,2,2,2,2,2,1, , ,2,1,2,2,60,4,2,1,3,1,1, ,2,32507,2,2,3.1,.795184391135017
101578,1,110312,21107,21,3,1,R,1,2,2,2,2,3,4,4,4,4,4,2,2,1, ,1,3,2,2,82,1,2,1,1,3,1, ,3,42408,1,2,3.15,.808009945830743
101579,1,110312,29189,29,2,4,S,1,1,2,1,2,1,4,4,1,4,3,1,1, , ,1,3,2,1,63,8,2,1,6,1,1, ,2,63123,2,2,1.65,.423243304958961
101580,1,110312,27153,27,2,1,R,1,1,2,3,3,3,4,4,3,5,5,2,1, , ,1,3,2,1,69,6,2,1,2,1,3,1,2,56438,2,2,1,.256511093914522
101589,1,110312,48287,48,3,1,R,1,2,2,2,2,2,2,4,2,4,4,2,1, , ,1,3,2,2,76,4,2,1,4,1,3,9,3,78947,2,2,1,.256511093914522
101596,1,110312,28033,28,3,2,S,1,1,2,2,2,1,2,4,4,4,2,1,1, , ,3,3,2,1,20,3,2,1,99,2,1, ,2,38654,2,2,3.6,.923439938092278
101604,1,110312,48221,48,3,2,R,1,2,2,2,3,2,4,4,5,5,4,2,1, , ,3,3,2,1,68,5,2,1,6,1,3,1,3,76049,2,2,3.05,.782358836439291
101606,1,110312,17031,17,2,5,S,1,1,1,2,2,2,4,4,4,4,4,1,1, , ,1,3,2,1,66,3,2,1,3,1,3,1,3,60409,2,2,1.8,.461719969046139
101614,1,110312,22003,22,3,1,R,1,1,1,1,2,1,2,2,2,4,2,1,1, , ,5,3,2,2,55,3,2,1,6,1,3,1,2,71463,2,2,4.15,1.06452103974527
101620,1,110312,48201,48,3,5,S,1,2,1,2,1,1,4,3,4,1,1,1,1, , ,2,3,1,1,42,6,2,2,8,1,3,2,3,77038,2,2,1.95,.500196633133317
101633,1,110312,5123,5,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,79,3,2,1,7,1,1, ,2,72335,2,2,1.95,.500196633133317
101638,1,110312,48121,48,3,3,S,1,2,2,2,2,2,3,4,4,4,4,2,2,2, ,2,3,2,2,84,5,2,1,99,1,1, ,2,75034,1,1,3.25,.833661055222196
101640,1,110312,4013,4,4,3,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,69,3,2,1,5,1,1, ,3,85225,2,2,3.4,.872137719309374
101645,1,110312,28075,28,3,2,R,1,1,2,2,2,1,2,4,4,4,4,1,1, , ,1,1,2,1,22,5,2,1,1,1,1, ,2,39301,2,2,1.55,.397592195567509
101646,1,110312,4019,4,4,2,U,1,1,2,2,2,1,3,4,3,4,1,1,1, , ,2,1,2,1,43,5,2,1,4,1,2, ,5,85715,2,2,2.85,.731056617656387
101651,1,110312,48201,48,3,5,S,1,1,2,1,2,2,2,2,2,4,4,2,1, , ,2,1,2,2,63,5,2,1,4,1,1, ,2,77040,2,2,3.05,.782358836439291
101652,1,110312,48425,48,3,1,R,1,1,2,2,2,2,3,4,4,4,4,1,1, , ,2,3,1,2,42,8,2,1,2,1,3,1,3,76043,2,2,2.55,.65410328948203
101655,1,110312,29027,29,2,1,S,1,1,1,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,74,3,2,1,99,1,1, ,2,63388,2,2,1.85,.474545523741865
101670,1,110312,27037,27,2,3,S,1,1,2,1,1,1,4,4,4,2,2,1,1, , ,1,1,2,1,43,6,2,1,8,1,1, ,1,55044,2,2,1.15,.2949877580017
101676,1,110312,17031,17,2,5,U,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,3,1,2,2,51,3,2,2,7,1,1, ,2,60016,2,2,4.95,1.26972991487688
101683,1,110312,49057,49,4,3,U,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,2,1,2,33,5,1,1,5,3,4,9,8,84404,2,2,8.3,2.12904207949053
101685,1,110312,21221,21,3,1,S,2,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,1,31,6,2,1,3,1,4,9,3,42211,2,2,2.05,.525847742524769
101706,1,110412,12105,12,3,2,S,1,1,1,2,2,2,1,1,1,1,1,2,1, , ,2,3,2,2,99,8,2,1,99,1,2, ,3,33884,2,2,2.1,.538673297220496
101709,1,110412,42025,42,1,2,S,3,2,2,2,2,2,2,4,4,4,4,2,1, , ,1,3,2,2,70,3,2,1,3,1,3,9,2,18210,2,2,1.45,.371941086176056
101712,1,110412,36103,36,1,4,S,1,1,1,1,2,1,1,3,3,4,3,1,1, , ,2,1,1,2,45,6,2,1,8,1,2, ,4,11731,2,2,4.15,1.06452103974527
101723,1,110412,37067,37,3,3,U,1,1,1,2,2,2,3,4,4,4,4,2,1, , ,3,1,1,2,55,8,2,1,9,1,2, ,3,27106,2,2,3.7,.94909104748373
101727,1,110412,39017,39,2,3,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,1,2,46,3,2,1,6,1,1, ,2,45044,2,2,5,1.28255546957261
101728,1,110412,13073,13,3,3,S,1,2,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,2,2,59,6,2,1,7,1,3,1,3,30809,2,2,2.85,.731056617656387
101730,1,110412,47163,47,3,3,S,1,1,1,2,2,2,4,4,4,4,4,2,2,2, ,2,2,2,1,56,6,2,1,3,1,3,1,2,37620,1,1,5.2,1.33385768835551
101733,1,110412,36091,36,1,2,S,1,1,1,2,2,2,1,3,2,4,2,2,1, , ,2,1,2,2,61,6,2,1,6,1,3,2,4,12074,2,2,3.25,.833661055222196
101740,1,110412,45079,45,3,3,S,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,56,2,2,1,1,3,3,9,4,29210,2,2,4.85,1.24407880548543
101747,1,110412,42115,42,1,1,R,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,2,3,2,2,83,3,2,1,99,1,1, ,2,18801,1,1,4.5,1.15429992261535
101752,1,110412,21111,21,3,4,S,1,2,2,2,2,2,3,4,4,4,4,2,1, , ,1,3,2,2,85,8,2,1,6,1,1, ,3,40059,2,2,1,.256511093914522
101760,1,110412,26125,26,2,4,S,1,1,1,1,2,2,4,1,1,4,4,2,2,2, ,2,1,2,2,62,8,2,1,8,1,2, ,5,48362,1,1,5.8,1.48776434470423
101762,1,110412,25005,25,1,4,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,70,8,2,1,7,1,3,9,3,02715,2,2,4.2,1.07734659444099
101765,1,110412,12031,12,3,4,U,1,1,1,2,2,1,1,1,4,4,1,1,1, , ,3,3,1,2,58,3,2,1,2,1,2, ,1,32210,2,2,6.9,1.7699265480102
101767,1,110412,26065,26,2,3,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,3,2,2,65,4,2,1,3,1,3,9,4,48910,2,2,1,.256511093914522
101768,1,110412,42075,42,1,3,S,1,1,2,1,2,1,2,4,2,4,2,1,1, , ,2,1,2,1,61,6,2,1,1,1,3,1,2,17042,2,2,3.95,1.01321882096236
101771,1,110412,37081,37,3,3,U,1,1,2,2,2,2,2,2,4,4,2,2,1, , ,2,1,2,1,62,6,2,1,8,1,2, ,3,27408,2,2,3,.769533281743565
101773,1,110412,54079,54,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,68,3,2,1,4,1,2, ,3,25168,2,2,2.25,.577149961307674
101779,1,110412,42021,42,1,2,S,1,1,2,2,2,2,1,1,4,4,4,2,1, , ,3,3,2,2,73,5,2,1,99,1,2, ,4,15938,2,2,2.7,.692579953569209
101780,1,110412,37009,37,3,1,R,1,1,2,2,2,2,2,4,4,4,4,2,1, , ,2,1,1,2,36,5,2,1,5,1,1, ,2,28631,2,2,3.9,1.00039326626663
101788,1,110412,51003,51,3,2,S,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,3,3,2,2,55,3,2,1,6,3,2, ,3,22924,1,1,8.4,2.15469318888198
101796,1,110412,26069,26,2,1,R,1,2,2,2,1,2,4,4,4,4,4,1,1, , ,1,2,2,2,64,3,2,1,2,1,1, ,1,48748,2,2,1.5,.384766640871783
101801,1,110412,36059,36,1,5,S,1,1,1,2,2,2,2,2,4,4,4,2,1, , ,2,1,1,1,38,8,2,1,7,1,3,9,3,11030,2,2,3.3,.846486609917922
101803,1,110412,51059,51,3,5,S,1,1,2,2,2,2,2,4,2,4,4,2,1, , ,2,1,1,2,34,8,2,3,8,1,3,1,1,20190,2,2,3.8,.974742156875182
101808,1,110412,36029,36,1,3,S,1,2,2,2,2,1,4,4,4,4,3,1,1, , ,2,1,2,1,47,6,2,1,7,1,2, ,3,14001,2,2,3.7,.94909104748373
101814,1,110412,23023,23,1,2,S,1,2,2,2,2,2,4,9,9,4,9,2,1, , ,2,1,2,1,58,8,2,1,8,1,1, ,2,04086,2,2,3.35,.859312164613648
101818,1,110412,11001,11,3,5,U,1,1,2,2,2,2,9,4,4,4,4,2,1, , ,9,3,2,1,51,6,9,9,8,1,3,2,2,20018,2,2,3.75,.961916602179456
101825,1,110412,24510,24,3,5,U,3,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,1,2,2,28,6,2,1,6,1,2, ,3,21229,2,2,3.4,.872137719309374
101827,1,110412,45031,45,3,2,S,1,1,1,2,2,2,1,1,4,4,4,2,2,2, ,2,3,2,2,61,3,2,2,1,1,2, ,1,29532,1,1,5.15,1.32103213365979
101832,1,110412,21195,21,3,1,R,1,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,66,9,2,1,99,1,4,9,8,41572,1,1,1.15,.2949877580017
101834,1,110412,51640,51,3,3,R,1,1,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,78,3,2,1,1,1,2, ,4,24333,2,2,2.65,.679754398873482
101838,1,110412,18049,18,2,1,R,1,1,8,3,3,3,1,4,5,5,5,3,1, , ,2,3,2,2,68,3,2,1,1,1,2, ,8,46975,2,2,1.85,.474545523741865
101854,1,110412,24017,24,3,2,S,1,1,2,2,2,2,4,1,4,4,4,2,1, , ,3,1,1,2,50,5,2,2,9,1,2, ,3,20603,2,2,3.35,.859312164613648
101857,1,110412,33011,33,1,3,S,1,1,2,1,2,2,2,4,2,4,4,2,1, , ,1,3,2,1,99,8,9,9,6,1,1, ,3,03054,2,2,2.45,.628452180090578
101858,1,110412,33017,33,1,2,S,1,1,2,2,1,2,4,4,4,4,4,2,1, , ,3,1,2,1,59,3,2,1,6,1,3,1,2,03820,2,2,6.5,1.66732211044439
101862,1,110412,47059,47,3,2,R,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,1,73,1,2,1,1,2,1, ,2,37744,1,1,5.35,1.37233435244269
101864,1,110412,24031,24,3,4,S,2,2,2,2,2,2,4,4,4,4,4,2,1, , ,1,1,2,2,66,4,2,1,99,1,3,9,3,20912,2,2,1.1,.282162203305974
101869,1,110412,54055,54,3,2,R,3,2,2,2,2,2,4,4,4,4,4,2,2,2, ,1,3,2,2,71,3,2,1,3,2,2, ,3,24740,1,1,1.45,.371941086176056
101870,1,110412,34003,34,1,5,S,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,1,80,4,2,1,99,1,3,1,1,07652,2,2,3.65,.936265492788004
101874,1,110412,12009,12,3,3,U,1,2,2,2,2,2,4,4,4,4,4,2,1, , ,2,3,2,2,81,5,2,1,4,1,2, ,3,32907,2,2,1.85,.474545523741865
101875,1,110412,36065,36,1,2,U,3,1,2,2,2,2,1,1,4,4,4,2,1, , ,1,3,1,2,24,2,1,1,1,1,2, ,2,13501,2,2,5.5,1.41081101652987
101880,1,110412,51165,51,3,1,S,1,2,2,2,2,1,4,4,4,4,3,1,1, , ,2,3,2,2,62,5,2,1,7,1,3,2,3,22840,2,2,2.25,.577149961307674
